time,direction,type,display_name,user_id,text
2025-10-09T12:26:13,in,text,雷恩,U9c8988cf2cd74b173c2a5b7ed60bdab0,會員設定
2025-10-09T12:26:14,out,text,雷恩,U9c8988cf2cd74b173c2a5b7ed60bdab0,請點此完成會員資料設定：https://liff.line.me/2008225227-JOBdZGxg
2025-10-09T12:32:36,in,profile,,U9c8988cf2cd74b173c2a5b7ed60bdab0,"{""gender"": ""male"", ""birth_year"": 1995, ""age_bucket"": ""30-34"", ""area"": ""台北""}"
2025-10-09T13:04:43,in,open,,U9c8988cf2cd74b173c2a5b7ed60bdab0,"{""cid"": ""ACT001"", ""crid"": ""BannerA"", ""source"": ""liff""}"
2025-10-09T13:04:47,in,open,,U9c8988cf2cd74b173c2a5b7ed60bdab0,"{""cid"": ""ACT001"", ""crid"": ""BannerA"", ""source"": ""liff""}"
2025-10-09T13:30:13,in,open,,U9c8988cf2cd74b173c2a5b7ed60bdab0,"{""cid"": ""ACT001"", ""crid"": ""BannerA"", ""source"": ""liff""}"
2025-10-09T13:36:09,in,open,,U9c8988cf2cd74b173c2a5b7ed60bdab0,"{""cid"": ""ACT001"", ""crid"": ""BannerA"", ""source"": ""liff""}"
2025-10-09T16:03:40,in,open,,U9c8988cf2cd74b173c2a5b7ed60bdab0,"{""cid"": ""ACT001"", ""crid"": ""BannerA"", ""source"": ""liff""}"
2025-10-09T16:20:06,in,open,,U9c8988cf2cd74b173c2a5b7ed60bdab0,"{""cid"": ""ACT001"", ""crid"": ""BannerA"", ""source"": ""liff""}"
2025-10-09T16:48:11,in,open,,U9c8988cf2cd74b173c2a5b7ed60bdab0,"{""cid"": ""ACT001"", ""crid"": ""BannerA"", ""source"": ""liff""}"
2025-10-09T16:58:47,in,text,雷恩,U9c8988cf2cd74b173c2a5b7ed60bdab0,hi
2025-10-09T16:58:50,out,text,雷恩,U9c8988cf2cd74b173c2a5b7ed60bdab0,您好！歡迎來到思偉達飯店。請問有什麼我可以協助您的呢？
